-1	0
2	25629
5	140871
8	20624
10	225000
12	42080
13	37944
16	185600
19	205100
20	112840
21	181500
27	8541
28	1073000
29	76593
30	170261
32	46528
34	174206
36	321334
37	22767
41	564531
42	264000
43	939284
44	418747
45	840326
50	272668
51	165297
52	133614
53	28870
54	14300
56	49500
57	8639
58	527897
59	61184
61	16782
62	1196640
63	286500
65	2813490
66	8248
67	248634
68	34552
70	18960
71	276354
73	8641
75	604864
76	8473
81	164797
83	182977
86	344160
87	11310
88	138063
90	17354
91	83703
92	172200
95	14333
96	73183
97	73500
98	175500
99	36000
101	8796
103	15880
105	158454
107	37264
111	365743
113	85678
115	11048
118	535500
119	345338
120	219713
123	45854
130	13922
131	792430
132	1384500
133	47332
135	70811
139	123590
148	90594
152	181964
153	185000
154	331992
155	64500
159	64300
163	44993
165	30476
166	132182
169	300000
170	179834
171	47406
172	8204
177	98886
180	45221
181	394864
185	148754
186	21045
187	35994
188	64401
190	63000
191	539434
194	229500
197	57546
201	458534
203	8712
204	25160
206	8640
209	9052
210	58540
212	2349664
214	35040
219	71246
222	16704
227	680472
229	18554
230	79500
233	8216
235	212859
236	24480
239	20888
241	91602
250	8311
252	511504
255	185388
262	790976
264	318612
267	775069
271	34666
276	8232
278	366654
281	597488
282	338940
285	208320
286	148500
287	52560
289	23967
292	8500
293	18000
295	138000
297	492040
298	74707
299	8940
300	96236
302	74431
303	57212
307	685330
308	188280
311	214096
312	343500
313	77698
314	1584810
315	18465
317	214560
319	36000
320	789000
322	8221
323	154280
324	136179
325	60090
326	9000
329	62137
332	192243
334	471354
338	154500
343	391126
345	15600
346	51077
347	173897
348	316500
350	8892
351	75078
352	1180648
353	100552
354	146320
360	216276
363	234520
365	82799
366	42166
367	10591
370	147460
372	123091
374	31372
375	216080
376	216574
377	8212
379	124540
380	17024
381	204125
382	28500
383	100374
386	521986
388	2060318
389	77000
390	766538
393	64882
394	623766
397	17280
399	41360
401	18000
403	21000
405	218090
407	57000
408	319500
410	14938
411	208212
412	26263
413	169311
414	191422
415	8201
416	82990
418	211864
419	976402
421	69388
422	249148
424	330928
427	160600
429	12052
432	46378
433	9633
435	60200
436	883500
438	307128
440	8204
443	120451
445	1036600
447	43690
450	39916
454	169612
458	8216
459	18337
460	301531
462	187593
466	10336
467	11883
468	59200
470	184500
472	254462
477	162000
478	122840
479	24802
490	508500
494	151500
495	16428
496	94950
497	27052
499	701844
500	433292
509	40500
510	129406
511	11400
514	93056
517	11000
518	120217
522	708098
523	704620
524	63424
525	77766
526	36440
528	8405
530	234133
533	78440
537	419595
538	109486
542	142031
546	196500
547	35906
548	1161520
551	1449638
553	28500
554	126000
556	565552
557	12000
562	26298
564	576000
565	522000
567	413246
569	118303
571	76126
574	542342
575	61922
577	169464
578	8680
579	661657
580	117520
583	75322
584	721077
588	87000
589	249040
591	205500
592	197744
594	51779
595	271782
597	40105
598	42482
599	233192
600	66701
602	29357
608	15686
610	442016
613	757440
614	37288
618	36695
619	34831
620	268800
621	12905
622	618000
624	1423500
629	360052
630	295629
631	359022
634	8360
635	337328
638	11092
641	45529
645	482400
649	160298
650	8333
651	70953
653	411720
655	153000
657	83152
658	56255
659	156000
660	653743
663	117112
665	597594
666	100052
669	628500
670	15084
671	149803
672	1012181
673	10500
679	27122
680	395380
681	27600
682	20720
684	346500
688	215665
693	27000
694	94753
696	80640
699	54873
707	700500
708	85968
709	42873
712	8640
714	81764
717	8896
720	73709
725	233485
727	32599
728	47644
729	75976
730	468470
731	152440
732	11453
735	21433
736	79518
737	209192
738	189565
739	8724
740	67500
741	8200
742	171411
745	92097
746	15496
748	18200
749	133540
754	8884
757	21132
758	100640
760	17773
761	164518
762	8258
766	20400
769	184508
770	367990
771	56645
773	8478
774	81400
778	80726
781	454500
782	959560
783	35092
785	66932
789	17040
790	103500
791	228278
793	8724
794	56460
795	720861
802	90090
807	65612
808	74786
811	221827
812	52500
813	35073
814	41674
818	139860
819	91401
822	844500
825	105405
826	116567
828	1257364
829	103234
838	19200
840	195000
841	437654
842	84610
843	124325
845	249000
846	189000
849	78063
850	8607
851	19656
853	41790
855	334420
858	222698
861	98668
863	150096
866	24480
873	52392
874	162925
876	18000
878	65242
879	216786
881	113412
884	104768
888	22191
891	18720
893	122499
894	21714
896	160208
897	13320
898	57752
905	8677
907	152440
909	385310
910	37800
913	79362
914	109701
917	597000
918	8209
927	126324
928	27779
929	8208
931	33292
937	27280
939	161819
940	884160
946	93900
947	49641
948	157500
949	26803
950	63052
953	61377
954	729066
956	8445
957	337328
959	22697
960	27225
962	154265
965	12639
967	26999
968	30204
971	267536
972	225680
973	101308
975	520500
976	333515
978	8299
984	136185
986	8208
990	145312
996	172331
997	58621
998	1684500
999	373090
1001	10800
1002	154536
1003	385172
1004	426001
1006	18600
1007	1485988
1008	320780
1010	9000
1016	67896
1018	92993
1022	99000
1023	133768
1024	55216
1025	110868
1027	354000
1029	286438
1030	101488
1034	38182
1038	173051
1040	459536
1042	8216
1043	26820
1045	15308
1046	416277
1047	433292
1048	552927
1053	12000
1055	18024
1056	169045
1058	22067
1059	48232
1060	124469
1061	54991
1062	900000
1063	36350
1065	175934
1069	8200
1070	121660
1072	22468
1073	127780
1074	136500
1078	259436
1079	51870
1081	9000
1084	19500
1086	468000
1087	66475
1088	358500
1089	31970
1091	28487
1092	1215544
1099	8250
1101	120599
1105	311156
1106	17434
1107	817500
1108	11200
1109	85560
1111	322358
1113	8615
1114	56926
1118	8200
1120	22995
1122	25500
1128	277500
1129	594102
1132	97096
1134	186658
1138	66960
1139	46364
1141	207464
1143	121500
1145	9324
1146	45425
1152	996040
1154	79677
1156	19500
1157	45000
1159	22525
1160	8225
1166	9273
1172	172560
1176	93264
1177	9000
1178	35362
1179	60841
1183	17448
1186	130016
1187	1311000
1188	64321
1189	604025
1191	293708
1192	45432
1193	29652
1194	199928
1197	91500
1198	277534
1201	118505
1202	23243
1203	9509
1206	139500
1207	103600
1208	81000
1209	375000
1211	72000
1216	478540
1225	981450
1226	586500
1230	219170
1234	27661
1237	367446
1239	44540
1240	195861
1242	149764
1247	101990
1248	27607
1253	48052
1254	234000
1256	44400
1258	126412
1259	124500
1260	110098
1264	144243
1266	195208
1267	210000
1273	49844
1275	39614
1278	314064
1281	26600
1282	74849
1283	12958
1285	495600
1288	24000
1289	269430
1293	143946
1297	38760
1299	238500
1302	487090
1304	432000
1308	380948
1309	747360
1313	48908
1324	291596
1325	8216
1326	395543
1335	53265
1342	325600
1344	40144
1345	8544
1350	25240
1351	1821946
1354	101299
1355	75608
1357	8400
1358	313500
1361	95333
1362	20600
1365	244500
1371	90148
1375	45386
1376	157620
1377	165000
1378	117000
1380	59083
1381	219554
1384	42000
1385	329950
1387	55500
1390	364500
1391	209376
1393	181269
1396	321334
1400	80568
1404	344160
1405	67197
1406	693282
1407	46528
1412	13600
1414	79500
1423	604440
1426	8984
1428	8279
1430	43488
1431	703182
1433	161846
1435	8215
1436	188704
1438	18120
1439	370500
1440	580500
1444	65116
1445	24000
1446	16444
1450	54000
1453	388747
1454	179616
1455	54265
1457	8826
1461	68896
1464	40525
1465	1028236
1467	35284
1468	8760
1470	8423
1471	66600
1474	469440
1475	99912
1479	321334
1480	33980
1481	55244
1482	133768
1483	63493
1485	8193
1490	47726
1496	94500
1498	62008
1500	465280
1506	315518
1508	22685
1509	115070
1510	120168
1511	344560
1513	1114500
1514	8430
1515	9209
1518	10405
1521	19920
1522	469632
1524	16320
1526	54285
1527	316500
1530	8390
1532	9239
1533	101780
1534	80868
1535	21526
1538	8200
1540	172360
1541	50203
1542	32568
1544	17438
1545	211846
1546	42381
1547	26715
1548	1070190
1550	59683
1554	45000
1555	18000
1556	145534
1558	260335
1564	8255
1567	30592
1568	190540
1569	37804
1573	96612
1575	49339
1577	42166
1580	26172
1581	136046
1583	58500
1584	21512
1588	19600
1592	101830
1594	8202
1595	54791
1597	8229
1598	99072
1600	123000
1603	19916
1605	1131212
1608	64919
1610	126264
1611	81351
1615	306000
1616	124560
1617	8719
1618	127328
1619	692104
1621	50822
1623	136073
1625	126000
1628	89255
1634	8702
1635	17760
1640	10939
1641	25997
1642	177262
1647	95405
1649	106500
1650	46874
1651	2223166
1652	38480
1654	43147
1655	9340
1656	179696
1657	100382
1660	105748
1661	37893
1665	89006
1666	58920
1669	57675
1672	28230
1677	767712
1678	40880
1679	18274
1680	28688
1682	34594
1683	279000
1687	119880
1688	50320
1691	111958
1695	553630
1700	109399
1702	21240
1707	9190
1708	12052
1711	253500
1712	21240
1716	141440
1719	91838
1722	15280
1729	60000
1730	67500
1733	1561500
1734	2027580
1736	231000
1739	8732
1741	142500
1743	20040
1744	22893
1745	63000
1746	60938
1747	77287
1751	29080
1754	143876
1755	309702
1756	400500
1760	645280
1761	24344
1764	30000
1766	25611
1770	32142
1772	384539
1773	75608
1775	85805
1777	8958
1779	139340
1780	417480
1781	280000
1782	127221
1784	348000
1786	13380
1787	83363
1788	19580
1790	97600
1791	671040
1792	266030
1793	163174
1794	180227
1795	164720
1797	70648
1800	46633
1805	68172
1806	18150
1807	10900
1808	106640
1811	37111
1813	20206
1814	86566
1815	25977
1819	435849
1823	1999898
1827	219554
1829	87484
1836	218576
1837	56082
1841	183204
1847	98872
1852	28828
1853	68229
1854	115689
1855	76626
1856	43825
1858	55204
1859	38431
1860	40712
1862	33479
1863	867364
1865	39636
1869	134680
1870	462372
1871	40972
1873	947224
1874	60866
1875	53496
1876	17577
1887	8400
1889	695012
1892	26213
1893	72636
1897	17048
1900	82500
1902	72542
1906	82880
1910	148580
1911	8356
1916	208500
1917	21544
1918	116569
1921	9836
1924	29603
1925	77605
1926	83558
1928	364500
1932	279288
1937	135040
1939	17632
1947	8825
1955	17490
1956	247500
1959	252996
1960	322500
1961	485636
1963	33261
1971	375318
1973	417298
1976	18939
1977	417233
1979	66000
1980	79970
1982	51236
1985	275182
1986	494940
1990	22600
1996	435000
1999	423400
2007	17520
2008	416242
2011	8773
2012	30156
2013	63148
2018	607500
2029	55500
2031	39258
2034	18000
2039	257358
2043	29187
2045	9000
2053	60947
2060	64152
2064	46200
2065	27626
2069	180176
2073	81400
2076	115440
2080	228195
2082	15761
2084	875308
2086	374492
2087	43346
2091	8440
2096	53216
2099	65184
2100	9472
2102	306000
2103	113412
2104	309711
2105	143016
2110	30534
2112	30001
2115	16015
2117	604920
2119	45776
2134	8992
2135	58647
2137	12000
2140	18000
2141	10107
2145	182390
2146	14088
2147	378704
2148	44491
2151	9000
2153	40712
2159	64500
2162	23746
2163	42160
2164	87171
2166	25920
2169	50320
2172	654000
2179	18852
2180	17488
2181	159000
2182	27000
2186	47876
2188	22722
2189	55976
2192	9000
2194	296228
2196	8766
2201	28031
2207	16752
2208	273000
2212	21760
2214	144430
2216	37800
2218	77062
2226	8529
2227	837000
2228	90334
2229	1240500
2230	69411
2231	214500
2236	92615
2238	38874
2241	67631
2242	42000
2250	74166
2255	82880
2257	206789
2258	59062
2261	17964
2273	117107
2274	86643
2277	14834
2281	53843
2285	21110
2288	60000
2289	40600
2292	358560
2296	108000
2299	639000
2301	19400
2302	292969
2304	51000
2307	14600
2309	44440
2311	64284
2314	235500
2315	43491
2318	343026
2321	117840
2322	8212
2325	162000
2332	85573
2334	291514
2335	89237
2336	331512
2339	21136
2341	66162
2343	63000
2347	1374030
2349	123052
2352	57535
2353	436200
2354	26082
2356	43783
2363	119528
2366	74569
2369	1058512
2372	244172
2373	28242
2377	23124
2381	48000
2382	187566
2386	255964
2387	147385
2388	616431
2391	2222640
2395	98872
2399	164257
2402	41881
2405	28258
2406	397500
2407	11632
2411	96756
2414	8766
2417	11653
2418	43742
2419	75608
2424	415308
2425	15048
2426	41596
2432	655754
2436	491550
2438	55332
2443	17616
2445	77354
2458	56170
2460	81424
2461	8416
2464	18887
2466	27052
2472	100500
2474	94510
2475	16853
2479	453648
2480	152150
2481	73500
2487	97680
2488	212580
2492	26766
2495	23842
2500	79920
2501	770620
2503	129216
2504	18492
2506	169054
2509	71246
2510	390464
2513	736500
2518	10218
2522	146854
2526	34500
2528	36646
2532	27626
2539	65551
2545	34868
2546	16552
2548	267000
2550	1279520
2555	18040
2556	67542
2557	72573
2562	834596
2563	9000
2564	9065
2567	112500
2569	27801
2570	11146
2571	228642
2572	1054500
2579	40311
2584	24836
2585	642000
2588	91500
2589	156465
2590	139500
2592	8316
2597	65670
2598	37240
2599	15593
2601	23594
2604	8892
2607	76739
2612	23092
2614	250656
2616	299524
2617	109500
2620	69792
2621	57000
2627	617760
2629	130010
2631	218120
2639	46588
2641	30253
2642	89492
2644	42343
2646	9920
2650	387000
2651	8774
2657	181500
2658	15399
2659	165000
2663	76500
2664	19240
2666	92493
2668	27003
2670	64480
2673	258644
2674	92948
2675	43740
2676	21565
2678	9000
2686	21616
2690	1057500
2691	35559
2694	112814
2695	8309
2696	52344
2698	17915
2699	27256
2704	30040
2709	266755
2710	169828
2711	118298
2713	1066500
2720	18583
2722	95668
2723	8853
2729	8239
2735	19978
2736	8766
2738	39266
2740	19776
2741	15276
2742	36414
2745	178560
2746	28000
2747	33110
2751	19600
2753	204000
2756	9536
2760	219554
2766	19632
2774	13932
2778	46560
2781	92331
2787	17448
2793	41322
2798	18154
2800	17785
2804	30288
2805	244272
2808	27528
2809	134400
2811	13381
2813	115500
2815	1065782
2816	377280
2817	8400
2819	8324
2821	209644
2823	36440
2827	9215
2832	13988
2835	560000
2836	29512
2837	227374
2840	89280
2841	162848
2847	111536
2852	56562
2853	208016
2856	158524
2860	55065
2865	339592
2866	40826
2869	40768
2870	36350
2872	60000
2875	89012
2879	55470
2881	63439
2883	15405
2886	92527
2889	16750
2893	171457
2894	25992
2895	8276
2899	82337
2902	21990
2905	8400
2910	456000
2913	20851
2918	210255
2919	116450
2921	372784
2923	16556
2925	21280
2927	8724
2929	53313
2931	280734
2934	41184
2935	73304
2937	376825
2938	38284
2939	46764
2940	25139
2942	55024
2946	36440
2947	90545
2951	51133
2957	65400
2962	8219
2964	91500
2966	12322
2967	109440
2970	130860
2972	60913
2973	33665
2978	86976
2979	182490
2983	37500
2984	111255
2985	997444
2995	12780
2996	15384
2997	8505
2999	11060
3001	242818
